"Tilda UID",Brand,SKU,Mark,Category,Title,Description,Text,Photo,Price,Quantity,"Price Old",Editions,Modifications,"External ID","Parent UID",Characteristics:Производитель,Characteristics:Форма,Characteristics:Упаковка,Characteristics:Отжим,"Characteristics:Тип масла",Characteristics:Объем,"Characteristics:Вид колбасы",Characteristics:Сорт,Characteristics:Состав,Characteristics:Фасовка,"Characteristics:Вид кофе","Characteristics:Форма выпуска","Characteristics:Степень обжарки","Characteristics:Степень помола","Characteristics:Тип шоколада","Characteristics:Вид рыбы","Characteristics:Основа паштета",Characteristics:Тип,"Characteristics:Количество в упаковке","Characteristics:Размер чайного листа","Characteristics:Тип специй",Weight,Length,Width,Height,"SEO title","SEO descr","SEO keywords","FB title","FB descr",Url
215928320441,,215928,Польша,"Консервация, консервы;Рыба, икра, морепродукты","Шпроты в масле Szprots Winter Evra Fish 170г","Шпроты в масле Szprots Winter Evra Fish Польша 170г","Шпроты в масле 170г ж/б Шпроты в масле — это нежные, копчёные рыбинки в масле, которые имеют невероятный вкус детства и праздника. Шпроты в масле могут стать отличным украшением к вашему праздничному столу. Также они подойдут как один из ингредиентов на бутерброд, который можно дополнить огурцом и сыром, зеленью, лимоном или даже перепелиными яйцами.<br /><br />",https://static.tildacdn.com/tild3232-3564-4832-a130-653565393232/winter-518x500.png,79.00,,,,,ndyRc22H841Ha1Ce13Yp,,Польша,,"Жестяная банка",,,,,,,,,,,,,,,,,,,170,0,0,0,"Шпроты в масле Szprots Winter Evra Fish 170г","Шпроты в масле Szprots Winter Evra Fish 170г",,"Шпроты в масле Szprots Winter Evra Fish 170г","Шпроты в масле Szprots Winter Evra Fish 170г",https://smartfood.org.ua/canned/tproduct/320925876-215928320441-shproti-v-masle-szprots-winter-evra-fish
199785532491,"Mare Aperto",199785,Италия,"Рыба, икра, морепродукты","Тунец в собственном соку Mare Aperto Natural (4х) 320г","Тунец в собственном соку Mare Aperto Natural 320г (4х80 г) Италия","<div class=""x-user-content""> Тунец кусочками в собственном соку.<br /><br /> Рыба действительно отличается нежной мякотью, невероятно приятным вкусом и высокой питательной ценностью. По заключению врачей в мясе морского хищника содержится много Омега-3 жирных кислот, которые принимают активное участие в работе головного мозга и сердечной мышцы. Диетологи полностью солидарны с этим и советуют потреблять рыбу тем, кто контролирует свой вес.<br /><br /></div>",https://static.tildacdn.com/tild3637-6164-4832-b332-633362363735/250577921_images_200.jpg,239.00,,,,,hPTK7trtjD9fjsKv8f1x,,Италия,,"Жестяная банка",,,,,,,,,,,,,Тунец,,,,,,320,0,0,0,"Тунец в собственном соку Mare Aperto Natural (4х) 320г","Тунец в собственном соку Mare Aperto Natural (4х) 320г",,"Тунец в собственном соку Mare Aperto Natural (4х) 320г","Тунец в собственном соку Mare Aperto Natural (4х) 320г",https://smartfood.org.ua/seafood/tproduct/320929988-199785532491-tunets-v-sobstvennom-soku-mare-aperto-na
970527430731,Didi,970527,Испания,"Консервация, консервы;Рыба, икра, морепродукты;Продукты без глютена","Осьминог кусочками в масле Didi 111г","Осьминог кусочками в масле Didi 111г Испания","Осьминог кусочками в масле Didi 110г Испания",https://static.tildacdn.com/tild3539-6162-4166-b663-373765373662/Didi-octopus-pieces-.jpg,111.00,,,,,zsOEFkfrZbMBAJ5bK1KK,,Испания,,"Жестяная банка",,,,,,,,,,,,,Осьминоги,,,,,,111,0,0,0,"Осьминог кусочками в масле Didi 111г","Осьминог кусочками в масле Didi 111г",,"Осьминог кусочками в масле Didi 111г","Осьминог кусочками в масле Didi 111г",https://smartfood.org.ua/canned/tproduct/320925876-970527430731-osminog-kusochkami-v-masle-didi-111g
790930760431,Didi,790930,Испания,"Консервация, консервы;Рыба, икра, морепродукты","Осьминог кусочками с травами Didi Tacos a la Marinera 110г","Осьминог кусочками с травами Didi Tacos a la Marinera 110г Испания","Осьминог кусочками с травами Didi Tacos a la Marinera 110г Испания Полезные свойства осьминога Мясо осьминогов багато белком и содержит до 8- 10% жир. В мышцах много экстрактивных веществ, которые придают специфический привкус блюду из осьминога. Мясо осминого содержит витамин А, В1, В2, В3, В6, В9, В12, С, Е, К, РР. Осминог содержит такие макро- и микроэлементы как кальций, магний, натрий, калий, фосфор, железо, йод, цинк, медь, марганец, селен. Осьминоги очень полезны, так как в 100граммах варёного осьминога присутствует 350 мг. омега3 жирных кислот. А эти кислоты, как известно, участвуют во многих обменных процессах, и их мы должны получать с пищей ежедневно, если хотим быть здоровыми. К тому же осьминоги вкусные. Осьминог известен своими полезными свойствами и приятным вкусом с древности. Гурманы античного мира разрезали щупальца осьминога на части, голову начиняли специями и запекали в большие пироги. Так виртуозны были их повара, что, приготавливая это блюдо, они употребляли вместо ножей бамбуковые палочки: ведь железные ножи придают тонкому кушанью дурной привкус. В странах Средиземноморья осмьиноги и поныне одно из излюблённых народных угощений. В испанских и итальянских поваренных книгах можно найти массу всевозможных рецептов приготовления к столу осьминогов. <br /><br />",https://static.tildacdn.com/tild3836-3039-4563-a161-356664636130/250578426_images_200.jpg,111.00,,,,,Bhib51Me7iUDXgFgVvBk,,Испания,,"Жестяная банка",,,,,,,,,,,,,Осьминоги,,,,,,110,0,0,0,"Осьминог кусочками с травами Didi Tacos a la Marinera 110г","Осьминог кусочками с травами Didi Tacos a la Marinera 110г",,"Осьминог кусочками с травами Didi Tacos a la Marinera 110г","Осьминог кусочками с травами Didi Tacos a la Marinera 110г",https://smartfood.org.ua/canned/tproduct/320925876-790930760431-osminog-kusochkami-s-travami-didi-tacos
999128920251,,999128,Польша,"Консервация, консервы;Рыба, икра, морепродукты","Тунец кусочками в собственном соусе Tunczyk kawalki Mondello 170г","Тунец кусочками в собственном соусе Tunczyk kawalki Mondello 170г Польша","Тунец кусочками в собственном соусе.<br /><br /> Рыба действительно отличается нежной мякотью, невероятно приятным вкусом и высокой питательной ценностью. По заключению врачей в мясе морского хищника содержится много Омега-3 жирных кислот, которые принимают активное участие в работе головного мозга и сердечной мышцы. Диетологи полностью солидарны с этим и советуют потреблять рыбу тем, кто контролирует свой вес.<br /><br />",https://static.tildacdn.com/tild3638-3731-4632-b865-333232313264/tunczyk-w-sosie-wlas.jpg,82.00,,,,,2t2z3gfym1GnkP9YjmAt,,Польша,,"Жестяная банка",,,,,,,,,,,,,Тунец,,,,,,170,0,0,0,"Тунец кусочками в собственном соусе Tunczyk kawalki Mondello 170г","Тунец кусочками в собственном соусе Tunczyk kawalki Mondello 170г",,"Тунец кусочками в собственном соусе Tunczyk kawalki Mondello 170г","Тунец кусочками в собственном соусе Tunczyk kawalki Mondello 170г",https://smartfood.org.ua/canned/tproduct/320925876-999128920251-tunets-kusochkami-v-sobstvennom-souse-tu
940823671631,Hacendado,940823,Испания,"Консервация, консервы;Рыба, икра, морепродукты","Тунец в подсолнечном масле ""Baymar"" 160г","Тунец в подсолнечном масле ""Baymar"" 160г Испания","Тунец Atun en aceite de girasol – вкусный, нежный, изысканный продукт, который является не только очень вкусным, но и максимально полезным. В последние годы все больше и больше людей отдают предпочтение здоровой и полезной пище, и выбор качественной морской рыбы для многих имеет принципиальное значение. Это происходит в связи с тем, что именно морская рыба содержит максимальное количество витаминов, минералов, необходимых микроэлементов, которые крайне необходимы любому организму. <br /> <br /><br />",https://static.tildacdn.com/tild3834-6662-4437-b362-323562313964/tynez_8425930222063-.png,100.00,,,,,tfUYzTvpGD0FPLJFMdJd,,Испания,,"Жестяная банка",,,,,,,,,,,,,Тунец,,,,,,160,0,0,0,"Тунец в подсолнечном масле ""Baymar"" 160г","Тунец в подсолнечном масле ""Baymar"" 160г",,"Тунец в подсолнечном масле ""Baymar"" 160г","Тунец в подсолнечном масле ""Baymar"" 160г",https://smartfood.org.ua/canned/tproduct/320925876-940823671631-tunets-v-podsolnechnom-masle-baymar-160g
523618668641,,523618,Польша,"Консервация, консервы;Рыба, икра, морепродукты","Тунец кусочками в собственном соусе Tunczyk kawalki Marinero 185г","Тунец кусочками в собственном соусе Tunczyk kawalki Marinero 185г Польша","Тунец кусочками в собственном соусе.<br /><br /> Рыба действительно отличается нежной мякотью, невероятно приятным вкусом и высокой питательной ценностью. По заключению врачей в мясе морского хищника содержится много Омега-3 жирных кислот, которые принимают активное участие в работе головного мозга и сердечной мышцы. Диетологи полностью солидарны с этим и советуют потреблять рыбу тем, кто контролирует свой вес.<br /><br />",https://static.tildacdn.com/tild6264-6361-4666-a538-623065363336/2678348037_w700_h500.jpg,83.00,,,,,P1uP5G5KrlhUfs08i5Hy,,Польша,,"Жестяная банка",,,,,,,,,,,,,Тунец,,,,,,185,0,0,0,"Тунец кусочками в собственном соусе Tunczyk kawalki Marinero 185г","Тунец кусочками в собственном соусе Tunczyk kawalki Marinero 185г",,"Тунец кусочками в собственном соусе Tunczyk kawalki Marinero 185г","Тунец кусочками в собственном соусе Tunczyk kawalki Marinero 185г",https://smartfood.org.ua/canned/tproduct/320925876-523618668641-tunets-kusochkami-v-sobstvennom-souse-tu
861049435661,Rianxeira,861049,Испания,"Консервация, консервы;Рыба, икра, морепродукты","Тунец в подсолнечном масле Rianxeira Atun Claro En Aceite De Girasol (3x) 80г","Тунец в подсолнечном масле Rianxeira Atun Claro En Aceite De Girasol (3x80г) 240г Испания","Тунец в подсолнечном масле Rianxeira Atun Claro En Aceite De Girasol (3x80г) 240г Испания<br /><br /> Тунец в подсолнечном масле имеет нежный вкус и идеально подходит для здорового питания.<br /> Французы называют его «морской телятиной« из-за нехарактерного для рыбы вкуса.<br /> Консервированный тунец по своим свойствам мало уступает свежему продукту.<br /> Консервы обладают неоспоримым преимуществом - это быстрота приготовления и доступность круглый год.<br /><br /> За счет отсутствия вредных веществ и наличия многих витаминов, тунец улучшает работу мозга и оказывает позитивное влияние на работу сердечно-сосудистой системы. Старайтесь употреблять тунец хотя бы раз в неделю и Вы забудете о частых простудах, уменьшите риск сердечно-сосудистых и онкологических заболеваний и нормализуете количество сахара в крови. Мясо тунца — залог отличного здоровья и долголетия.<br /><br />",https://static.tildacdn.com/tild3333-3064-4038-a330-656139373966/rianxeira-atun-claro.jpg,170.00,,,,,BNZobSmZUy2K7JosnHgt,,Испания,,"Жестяная банка",,,,,,,,,,,,,Тунец,,,,,,240,0,0,0,"Тунец в подсолнечном масле Rianxeira Atun Claro En Aceite De Girasol (3x) 80г","Тунец в подсолнечном масле Rianxeira Atun Claro En Aceite De Girasol (3x) 80г",,"Тунец в подсолнечном масле Rianxeira Atun Claro En Aceite De Girasol (3x) 80г","Тунец в подсолнечном масле Rianxeira Atun Claro En Aceite De Girasol (3x) 80г",https://smartfood.org.ua/canned/tproduct/320925876-861049435661-tunets-v-podsolnechnom-masle-rianxeira-a
673764849431,BayMar,673764,Испания,"Консервация, консервы;Рыба, икра, морепродукты;HoReCa","Тунец в подсолнечном масле Bay Mar Atun en aceite de girasol 900г","Тунец в подсолнечном масле Bay Mar Atun en aceite de girasol 900г Испания","Тунец Atun en aceite de girasol – вкусный, нежный, изысканный продукт, который является не только очень вкусным, но и максимально полезным. В последние годы все больше и больше людей отдают предпочтение здоровой и полезной пище, и выбор качественной морской рыбы для многих имеет принципиальное значение. Это происходит в связи с тем, что именно морская рыба содержит максимальное количество витаминов, минералов, необходимых микроэлементов, которые крайне необходимы любому организму. <br /> <br /> Тунец Atun en aceite de girasol производится из промышленной рыбы, которая ценится во всем мире благодаря своим вкусовым качествам и питательной ценности. Вылов этой рыбы осуществляется в экологически чистых водах, так как тунец не размножается и не живет в загрязненной среде. Мясо рыбы имеет нежнейшу структуру, отличается утонченным и изысканным вкусом. Во Франции, где тунец является одним из самых популярных видов рыб, он получил название «морской телятины» из-за нетипичного для рыб мяса, которое действительно напоминает нежнейшую телятину. <br /> <br /> Тунец Atun en aceite de girasol – это полезный, низкокалорийный продукт, который прекрасно подходит даже для тех кто тщательно следит за своей фигурой. В состав этой вкусной и полезной консервы входит мясо тунца, соль, подсолнечное масло.<br /><br />",https://static.tildacdn.com/tild6663-3137-4564-b239-336430613362/2426833846_w640_h640.jpg,615.00,,,,,mGC0NgjtZuixElUSMdRe,,Испания,,"Жестяная банка",,,,,,,,,,,,,Тунец,,,,,,900,0,0,0,"Тунец в подсолнечном масле Bay Mar Atun en aceite de girasol 900г","Тунец в подсолнечном масле Bay Mar Atun en aceite de girasol 900г",,"Тунец в подсолнечном масле Bay Mar Atun en aceite de girasol 900г","Тунец в подсолнечном масле Bay Mar Atun en aceite de girasol 900г",https://smartfood.org.ua/canned/tproduct/320925876-673764849431-tunets-v-podsolnechnom-masle-bay-mar-atu
834771411361,Marinero,834771,Польша,"Консервация, консервы;Рыба, икра, морепродукты;Новый Год и Рождество","Филе макрели NIXE в томатном соусе 170г","Филе макрели (скумбрии) NIXE Filety z makreli в томатном соусе 170 г Польша","Marinero Filety Makreli w Sosie — это нежное рыбное филе (скумбрии), приправленное соусом из сочных томатов. Макрель — рыба семейства скумбриевых из Северного моря. Мясо макрели очень богато на микро- и макроэлементы, витамины. Набор микроэлементом в консервах Marinero включает: цинк, железо, йод, марганец, медь, фтор, в небольших количествах – никель, мобилен, хром и кобальт.<br /><br /> В составе данной рыбы есть практически все витамины из группы В, включая В12, витамины С, D, РР, немного меньше витаминов А, К, Н. Еще в нее входят макроэлементы: сера, хлор, фосфор, калий, кальций, натрий, магний. В 300 граммах макрели содержится суточная потребность фосфора, а 400 грамм восполнят необходимую дневную норму калия.<br /><br />",https://static.tildacdn.com/tild3165-6330-4462-b661-656132313738/Filety-z-Makreli-w-S.jpg,90.00,,,,,aiMjlV44k9Cxe2Pp2umb,,Польша,,"Жестяная банка",,,,,,,,,,,,,Скумбрия,,,,,,170,0,0,0,"Филе макрели NIXE в томатном соусе 170г","Филе макрели NIXE в томатном соусе 170г",,"Филе макрели NIXE в томатном соусе 170г","Филе макрели NIXE в томатном соусе 170г",https://smartfood.org.ua/canned/tproduct/320925876-834771411361-file-makreli-nixe-v-tomatnom-souse-170g
828569560631,"Mare Aperto",828569,Италия,"Консервация, консервы;Рыба, икра, морепродукты","Тунец Mare Aperto Natural в оливковом масле (8х) 80г","Тунец Mare Aperto Natural в оливковом масле (8х80 г) 640г Италия","Тунец кусочками в оливковом масле.<br /><br /> Рыба действительно отличается нежной мякотью, невероятно приятным вкусом и высокой питательной ценностью. По заключению врачей в мясе морского хищника содержится много Омега-3 жирных кислот, которые принимают активное участие в работе головного мозга и сердечной мышцы. Диетологи полностью солидарны с этим и советуют потреблять рыбу тем, кто контролирует свой вес.<br /><br />",https://static.tildacdn.com/tild6164-3132-4663-b338-396631326631/250578631_images_200.jpg,384.00,,,,,uEHMm2JXP4HDOAyeSf2O,,Италия,,"Жестяная банка",,,,,,,,,,,,,Тунец,,,,,,640,0,0,0,"Тунец Mare Aperto Natural в оливковом масле (8х) 80г","Тунец Mare Aperto Natural в оливковом масле (8х) 80г",,"Тунец Mare Aperto Natural в оливковом масле (8х) 80г","Тунец Mare Aperto Natural в оливковом масле (8х) 80г",https://smartfood.org.ua/canned/tproduct/320925876-828569560631-tunets-mare-aperto-natural-v-olivkovom-m
947045632461,"Mare Aperto",947045,Италия,"Консервация, консервы;Рыба, икра, морепродукты","Тунец в натуральной минеральной воде Naturalmente Mare Aperto, 3x80г, 240г","Тунец в натуральной минеральной воде Naturalmente Mare Aperto, 3x80г, 240г, Италия","Тунец в натуральной минеральной воде Naturalmente Mare Aperto, 3 x 80 г Италия<br /><br /> Рыба действительно отличается нежной мякотью, невероятно приятным вкусом и высокой питательной ценностью. По заключению врачей в мясе морского хищника содержится много Омега-3 жирных кислот, которые принимают активное участие в работе головного мозга и сердечной мышцы. Диетологи полностью солидарны с этим и советуют потреблять рыбу тем, кто контролирует свой вес.<br /><br />",https://static.tildacdn.com/tild3831-3463-4734-b163-353935343236/2617721984_w640_h640.jpg,195.00,,,,,SFzEVgip3Ny4rouolNrZ,,Италия,,"Жестяная банка",,,,,,,,,,,,,Тунец,,,,,,240,0,0,0,"Тунец в натуральной минеральной воде Naturalmente Mare Aperto, 3x 80г","Тунец в натуральной минеральной воде Naturalmente Mare Aperto, 3x 80г",,"Тунец в натуральной минеральной воде Naturalmente Mare Aperto, 3x 80г","Тунец в натуральной минеральной воде Naturalmente Mare Aperto, 3x 80г",https://smartfood.org.ua/canned/tproduct/320925876-947045632461-tunets-v-naturalnoi-mineralnoi-vode-natu
764044213171,Didi,764044,Испания,"Консервация, консервы;Рыба, икра, морепродукты","Кальмар кусочками в американском соусе Didi Calamar en salsa americana 266г","Кальмар кусочками в американском соусе Didi Calamar en salsa americana 266 г Испания","Кальмар кусочками в американском соусе Didi Calamar en salsa americana 266 г Испания<br /><br /> Calamar En salsa americana - это нарезанный кусочками кальмар в пикантном соусе (с пикантным перчиком). Можно кушать как готовое блюдо, использовать в салате или использовать для приготовления ризотто, изысканных видов паст.<br /><br /> Мясо кальмара содержит много белка и незаменимые аминокислоты.<br /> В состав мяса Calamar en en salsa americana входят вещества, которые способствуют улучшению пищеварения. По содержанию белка, витаминов В6, РР и витамина С, мясо кальмара превосходит рыбу, говядину и свинину. <br /> Богато минералами, такими как фосфор, железо, селен, медь, йод. Снижает уровень холестерина в крови. Поддерживает и улучшает функцию построения мышечной ткани. В связи с высоким содержанием йода целебно воздействует на функцию эндокринной системы и щитовидной железы.<br /> В то же время чернила кальмара обладают противоопухлевыми свойствами.<br /><br />","https://images.ua.prom.st/2986196926_w200_h200_kalmar-kusochkami-v.jpg https://static.tildacdn.com/stor3634-3864-4636-b131-616139376134/87661244.jpg https://static.tildacdn.com/stor3666-6538-4133-a635-363839636534/80907012.jpg",216.00,,,,,unN7V2lDtrG9gYMb10eT,,Испания,,"Жестяная банка",,,,,,,,,,,,,Кальмары,,,,,,266,0,0,0,"Кальмар кусочками в американском соусе Didi Calamar en salsa americana 266г","Кальмар кусочками в американском соусе Didi Calamar en salsa americana 266г",,"Кальмар кусочками в американском соусе Didi Calamar en salsa americana 266г","Кальмар кусочками в американском соусе Didi Calamar en salsa americana 266г",https://smartfood.org.ua/canned/tproduct/320925876-764044213171-kalmar-kusochkami-v-amerikanskom-souse-d
404873257291,Benimar,404873,Испания,"Консервация, консервы;Рыба, икра, морепродукты","Филе тунца в оливковом масле Benimar Atun en acete de oliva 190г","Филе тунца в оливковом масле Benimar Atun en acete de oliva 190г/120г Испания","Филе тунеца в оливковом масле Benimar Atun en acete de oliva 190г/120г Испания<br /><br /> Очень вкусный тунец в масле, большие куски Мясо тунца содержит 95 % белка, который организм человека практически весь усваивает. В рыбе также присутствуют такие необходимые аминокислоты и минимум жиров и калорий. Ее называют диетическим продуктом, ведь 100 г тунца «хранит» в себе всего лишь 100 ккал. Поэтому в рационе спортсменов эта рыбка занимает крайне важное место. В состав тунца входят вещества, от которых волосы и кожа выглядят красивыми и ухоженными — селен и йод, последний еще и активизирует обмен веществ. В нем вы найдете и практически полный набор витаминов группы В, да и не только их.<br /><br />",https://static.tildacdn.com/tild6365-3361-4662-b536-343166643239/250579346_images_200.jpg,178.00,,,,,yxYzTxxiAVrvfCC434ki,,Испания,,"Стеклянная банка",,,,,,,,,,,,,Тунец,,,,,,190,0,0,0,"Филе тунца в оливковом масле Benimar Atun en acete de oliva 190г","Филе тунца в оливковом масле Benimar Atun en acete de oliva 190г",,"Филе тунца в оливковом масле Benimar Atun en acete de oliva 190г","Филе тунца в оливковом масле Benimar Atun en acete de oliva 190г",https://smartfood.org.ua/canned/tproduct/320925876-404873257291-file-tuntsa-v-olivkovom-masle-benimar-at
929454926621,Benimar,929454,Испания,"Консервация, консервы;Рыба, икра, морепродукты","Филе тунца в оливковом масле Bay Mar Atun en acete de oliva 190г","Филе тунца в оливковом масле Bay Mar Atun en acete de oliva 190г/125г Испания","Филе тунеца в оливковом масле Bay Mar Atun en acete de oliva 190г/125г Испания<br /><br /> Очень вкусный тунец в масле, большие куски Мясо тунца содержит 95 % белка, который организм человека практически весь усваивает. В рыбе также присутствуют такие необходимые аминокислоты и минимум жиров и калорий. Ее называют диетическим продуктом, ведь 100 г тунца «хранит» в себе всего лишь 100 ккал. Поэтому в рационе спортсменов эта рыбка занимает крайне важное место. В состав тунца входят вещества, от которых волосы и кожа выглядят красивыми и ухоженными — селен и йод, последний еще и активизирует обмен веществ. В нем вы найдете и практически полный набор витаминов группы В, да и не только их.<br /><br />",https://static.tildacdn.com/tild3938-6466-4131-a632-333132623563/250578996_images_202.jpg,184.00,,,,,opeV6JRJUzE8Csh05ZyC,,Испания,,"Стеклянная банка",,,,,,,,,,,,,Тунец,,,,,,190,0,0,0,"Филе тунца в оливковом масле Bay Mar Atun en acete de oliva 190г","Филе тунца в оливковом масле Bay Mar Atun en acete de oliva 190г",,"Филе тунца в оливковом масле Bay Mar Atun en acete de oliva 190г","Филе тунца в оливковом масле Bay Mar Atun en acete de oliva 190г",https://smartfood.org.ua/canned/tproduct/320925876-929454926621-file-tuntsa-v-olivkovom-masle-bay-mar-at
748488981101,,748488,Польша,"Консервация, консервы;Рыба, икра, морепродукты","Шпроты в томатном соусе Posejdon XXL 300г","Шпроты в томатном соусе Posejdon XXL 300 г Польша","Шпроты в томатном соусе Posejdon XXL 300 г Польша Шпроты в помидорном соусе — это нежные рыбинки , которые имеют невероятный вкус детства и праздника. Шпроты могут стать отличным украшением к вашему праздничному столу. Также они подойдут как один из ингредиентов на бутерброд, который можно дополнить огурцом и сыром, зеленью, лимоном или даже перепелиными яйцами.<br /><br />",https://static.tildacdn.com/tild6166-6536-4439-b264-333735316563/00044501.jpg,115.00,,,,,KhbKd2s7L5y0VfSdPBgf,,Польша,,"Жестяная банка",,,,,,,,,,,,,,,,,,,300,0,0,0,"Шпроты в томатном соусе Posejdon XXL 300г","Шпроты в томатном соусе Posejdon XXL 300г",,"Шпроты в томатном соусе Posejdon XXL 300г","Шпроты в томатном соусе Posejdon XXL 300г",https://smartfood.org.ua/canned/tproduct/320925876-748488981101-shproti-v-tomatnom-souse-posejdon-xxl-30
822356990851,"Mare Aperto",822356,Италия,"Рыба, икра, морепродукты","Тунец Mare Aperto Natural в оливковом масле (3х) 80г","Тунец Mare Aperto Natural в оливковом масле (3х80г) 240г Италия","Лосось – это океаническая рыба, которая благодаря наличию в своем составе Омега-3 жирных кислот обладает весьма полезными свойствами. Лосось предотвращает развитие аритмии, инсульта и гипертензии - такое влияние рыбы на человека объясняется действиями аминокислот. Они понижают уровень «вредного» холестерина в крови и препятствуют рубцеванию стенок сосудов. Еще аминокислоты, содержащиеся в рыбе, снижают уровень сахара в крови. Лосось полезен для диабетиков и для желающих предотвратить это заболевание. Также в лососе содержатся биологически активные молекулы белка (биоактивные пептиды), которые оказывают поддержку суставам - регулируют баланс коллагена и минеральных веществ в костях и тканях. Кроме того, красная рыба не накапливает канцерогены, которые повышают риск появления онкологии, а антиоксиданты защищают организм от онкологических заболеваний. Жирные кислоты, которые содержатся в рыбе, поддерживают волосы, кожу и ногти в здоровом состоянии. Такое влияние рыбы на организм объясняется действием селена. Этот микроэлемент продается в аптеке, но получают его из мяса лосося и это еще не весь перечень пользы лосося при употреблении...<br /><br />",https://static.tildacdn.com/tild6465-3132-4661-b433-663234316535/250579671_images_200.jpg,181.00,,,,,o9mC2EUPhOGH0SaVESy9,,Италия,,"Жестяная банка",,,,,,,,,,,,,Тунец,,,,,,240,0,0,0,"Филе лосося в собственном соку Mare Aperto Natural (3х) 80г","Филе лосося в собственном соку Mare Aperto Natural (3х) 80г",,"Филе лосося в собственном соку Mare Aperto Natural (3х) 80г","Филе лосося в собственном соку Mare Aperto Natural (3х) 80г",https://smartfood.org.ua/seafood/tproduct/320929988-822356990851-tunets-mare-aperto-natural-v-olivkovom-m
914621479891,M&amp;K,914621,Польша,"Консервация, консервы;Рыба, икра, морепродукты","Печень трески в собственном соусе M&amp;K wątróbki rybne w sosie własnym 115г","Печень трески в собственном соусе M&amp;K wątróbki rybne w sosie własnym 115г Польша","Печень трески в собственном соусе M&amp;K wątróbki rybne w sosie własnym 115г Печень трески в собственном соусе фирмы Evrafish не оставит равнодушными гурманов, и любителей морепродуктов. Она прекрасно подойдет как до холодных закусок, так и до салатов , и бутербродов.<br /><br /> <br /><br /> Богатый состав печени трески объясняет ее пользу для организма.<br /> <br /> Деликатес содержит:<br /> <br /><br /> <ul> <li>рыбий жир (65%) — основной компонент;</li> <li>белок (16%), благодаря чему печень является достойной альтернативой мясу;</li> <li>углеводы;</li> <li>жирные омега-кислоты;</li> <li>минеральные элементы (натрий, калий, кальций, магний, железо, хром, йод, фтор, фосфор, сера).</li> </ul> <br /> В тресковой печени есть почти все витамины:<br /><br /> А — улучшает зрение и способствует росту;<br /><br /> <ul> <li>С — повышает устойчивость организма к неблагоприятным факторам;</li> <li>D — необходим для костей и зубов;</li> <li>Е — известен как витамин красоты;</li> <li>группы В — участвуют в процессе кроветворения и регуляции нервной деятельности.</li> </ul>",https://static.tildacdn.com/tild6334-6230-4230-b362-306663373665/3041683320_w640_h640.jpg,83.00,,,,,CvmTf4JOFHRhRKXsOUTy,,Польша,,"Жестяная банка",,,,,,,,,,,,,Треска,,,,,,115,0,0,0,"Печень трески в собственном соусе M&amp;K wątróbki rybne w sosie własnym 115г","Печень трески в собственном соусе M&amp;K wątróbki rybne w sosie własnym 115г",,"Печень трески в собственном соусе M&amp;K wątróbki rybne w sosie własnym 115г","Печень трески в собственном соусе M&amp;K wątróbki rybne w sosie własnym 115г",https://smartfood.org.ua/canned/tproduct/320925876-914621479891-pechen-treski-v-sobstvennom-souse-mampk
898579987931,"Casa Tarradellas",898579,Испания,"Консервация, консервы;Рыба, икра, морепродукты;Продукты без глютена","Паштет без глютена ""Лосось"" Pate Salmon Casa Tarradellas 125г","Паштет без глютена ""Лосось"" Pate Salmon Casa Tarradellas 125г Испания","Паштет без глютена из лосося обладает насыщенным вкусом и особо нежной текстурой / идеально сочетается с ломтиком поджаренного хлеба, тостами или брускеттами / создан для быстрого и легкого приготовления завтраков и закусок / удобный формат: стеклянная баночка с крышкой надолго сохраняет свежесть и ароматность паштета / 160 г<br /><br /> Основные полезные свойства паштета – это витамин А, который улучшает зрение и укрепляет иммунитет, В12, который участвует в кровообразовании, и железо. Еще это хорошая альтернатива для людей, которые устали от мяса или которым по состоянию здоровья сложно пережевывать пищу. А биологическая ценность там почти та же. <br /><br /> Паштет лучше сочетается с бобовыми или злаками. Вкус станет ярче, если добавить зеленый горох или кукурузу. Еще можно попробовать свежую морковку, потому что содержащаяся в ней клетчатка поможет организму лучше усвоить паштет.<br /><br /> Также паштет можно панировать орехами и кунжутом, чтобы немного «расширить» вкус, или украсить ягодным соусом или свежими ягодами – вот и достойное блюдо! <br /><br /><br />",https://static.tildacdn.com/tild3761-3562-4539-b762-333561313330/250578211_images_200.jpg,88.00,,,,,Smxxl9rT49rtgVVcOK9K,,Испания,,"Стеклянная банка",,,,,,,,,,,,,,лосось,,,,,125,0,0,0,"Паштет без глютена ""Лосось"" Pate Salmon Casa Tarradellas 125г","Паштет без глютена ""Лосось"" Pate Salmon Casa Tarradellas 125г",,"Паштет без глютена ""Лосось"" Pate Salmon Casa Tarradellas 125г","Паштет без глютена ""Лосось"" Pate Salmon Casa Tarradellas 125г",https://smartfood.org.ua/canned/tproduct/320925876-898579987931-pashtet-bez-glyutena-losos-pate-salmon-c
